filename,width,height,class,xmin,ymin,xmax,ymax
airplane790.jpg,256,256,Airplane,45,49,239,223
airplane791.jpg,256,256,Airplane,45,51,219,218
airplane792.jpg,256,256,Airplane,19,28,207,235
airplane793.jpg,256,256,Airplane,74,22,237,195
airplane794.jpg,256,256,Airplane,6,17,162,185
airplane795.jpg,256,256,Airplane,61,34,212,214
airplane796.jpg,256,256,Airplane,74,69,228,238
airplane797.jpg,256,256,Airplane,79,28,233,209
airplane798.jpg,256,256,Airplane,66,23,190,196
airplane799.jpg,256,256,Airplane,81,27,211,190
airplane800.jpg,256,256,Airplane,70,14,190,177
